Why are you interested in joining SCOPE Consulting? (100 - 200 words),"What skills, expertise and knowledge will you bring to SCOPE Consulting and your team?",What do you hope to gain from this experience?,Is there anything else you would like SCOPE board to know?
"['interested', 'joining', 'scope', 'consulting', 'passionate', 'helping', 'businesses', 'succeed', 'focus', 'innovative', 'effective', 'solutions', 'believe', 'use', 'analytical', 'problemsolving', 'communication', 'skills', 'make', 'positive', 'impact', 'clients', 'work', 'also', 'excited', 'part', 'teamoriented', 'environment', 'work', 'alongside', 'likeminded', 'peers', 'confident', 'contribute', 'scope', 'consultings', 'commitment', 'providing', 'highest', 'quality', 'service', 'clients', 'believe', 'opportunity', 'provide', 'perfect', 'platform', 'continue', 'learning', 'growing', 'professional', 'top', 'also', 'motivated', 'scope', 'consultings', 'goal', 'make', 'positive', 'difference', 'business', 'world']","['bring', 'strong', 'set', 'skills', 'expertise', 'knowledge', 'scope', 'consulting', 'team', 'analytical', 'skills', 'enable', 'quickly', 'identify', 'key', 'problems', 'evaluate', 'different', 'solutions', 'problemsolving', 'skills', 'allow', 'develop', 'innovative', 'solutions', 'complex', 'business', 'issues', 'communication', 'skills', 'enable', 'build', 'relationships', 'clients', 'collaborate', 'effectively', 'team', 'members', 'achieve', 'desired', 'outcomes', 'additionally', 'knowledge', 'business', 'management', 'marketing', 'finance', 'analytics', 'asset', 'scope', 'consulting', 'team', 'also', 'organized', 'detailoriented', 'makes', 'effective', 'project', 'manager', 'finally', 'strong', 'work', 'ethic', 'enthusiasm', 'benefit', 'scope', 'consulting', 'team']","['hope', 'gain', 'valuable', 'experience', 'consulting', 'well', 'opportunity', 'work', 'learn', 'experienced', 'professionals', 'also', 'eager', 'develop', 'skills', 'problemsolving', 'communication', 'looking', 'forward', 'opportunity', 'apply', 'knowledge', 'business', 'management', 'finance', 'marketing', 'analytics', 'realworld', 'setting', 'finally', 'excited', 'part', 'teamoriented', 'environment', 'chance', 'contribute', 'success', 'scope', 'consultings', 'clients']","['passionate', 'making', 'positive', 'impact', 'business', 'world', 'confident', 'valuable', 'asset', 'scope', 'consulting', 'team', 'believe', 'skills', 'expertise', 'knowledge', 'beneficial', 'company', 'clients', 'excited', 'work', 'team', 'likeminded', 'peers', 'develop', 'skills', 'knowledge', 'consulting', 'field', 'also', 'eager', 'contribute', 'enthusiasm', 'strong', 'work', 'ethic', 'scope', 'consultings', 'mission', 'providing', 'innovative', 'effective', 'solutions', 'clients']"
"['interested', 'joining', 'club', 'goal', 'expanding', 'professional', 'networks', 'enhancing', 'understanding', 'field', 'business', 'consulting', 'engagement', 'likeminded', 'individuals', 'access', 'industryspecific', 'resources', 'opportunities', 'believe', 'gain', 'valuable', 'insights', 'knowledge', 'beneficial', 'professional', 'development', 'furthermore', 'hope', 'contribute', 'community', 'club', 'sharing', 'experiences', 'skills', 'collaborating', 'members', 'achieve', 'common', 'goals']","['someone', 'beginner', 'experience', 'launching', 'managing', 'growing', 'ecommerce', 'platforms', 'wellequipped', 'assist', 'creation', 'business', 'model', 'canvas', 'tool', 'helps', 'entrepreneurs', 'understand', 'visualize', 'key', 'elements', 'business', 'including', 'customer', 'segments', 'value', 'propositions', 'revenue', 'streams', 'addition', 'creating', 'business', 'model', 'canvas', 'assist', 'identifying', 'target', 'audiences', 'helps', 'ensure', 'right', 'products', 'services', 'marketed', 'right', 'people', 'help', 'identify', 'target', 'audiences', 'analyzing', 'customer', 'data', 'conducting', 'market', 'research', 'identifying', 'common', 'characteristics', 'among', 'existing', 'customers', 'target', 'audiences', 'identified', 'im', 'able', 'assist', 'gotomarket', 'strategies', 'includes', 'developing', 'marketing', 'plans', 'creating', 'content', 'identifying', 'appropriate', 'channels', 'reach', 'target', 'audiences', 'im', 'also', 'able', 'provide', 'insight', 'data', 'analytics', 'essential', 'measuring', 'effectiveness', 'marketing', 'campaigns', 'making', 'datadriven', 'decisions', 'finally', 'possess', 'experience', 'social', 'media', 'management', 'including', 'creating', 'managing', 'social', 'media', 'accounts', 'developing', 'content', 'strategies', 'analyzing', 'metrics', 'someone', 'familiar', 'ecommerce', 'social', 'media', 'management', 'wellpositioned', 'assist', 'creating', 'comprehensive', 'online', 'presence', 'businesses']","['hope', 'gain', 'comprehensive', 'understanding', 'problemsolving', 'methodologies', 'techniques', 'also', 'developing', 'project', 'management', 'capabilities', 'additionally', 'eager', 'enhance', 'leadership', 'skills', 'would', 'allow', 'effectively', 'guide', 'motivate', 'teams', 'achieve', 'common', 'goals', 'furthermore', 'aim', 'expand', 'professional', 'personal', 'development', 'consulting', 'gaining', 'insights', 'different', 'industries', 'business', 'models', 'hope', 'acquire', 'broader', 'perspective', 'adaptable', 'approach', 'problemsolving', 'well', 'ability', 'think', 'strategically', 'help', 'making', 'sound', 'business', 'decisions', 'consulting', 'allow', 'take', 'new', 'challenges', 'develop', 'new', 'skills', 'gain', 'valuable', 'experience', 'beneficial', 'professional', 'growth']","['would', 'like', 'go', 'bit', 'detail', 'side', 'job', 'social', 'media', 'manager', 'currently', 'manage', 'accounts', 'two', 'clients', 'one', 'handle', 'basic', 'tasks', 'like', 'creating', 'content', 'analyzing', 'data', 'building', 'online', 'reputation', 'client', 'handle', 'basic', 'tasks', 'also', 'assist', 'advanced', 'marketing', 'strategies', 'creating', 'sales', 'funnel']"
"['numerous', 'small', 'medium', 'enterprises', 'actively', 'seeking', 'help', 'business', 'issues', 'wherewithal', 'hire', 'corporate', 'consultant', 'believe', 'fascinating', 'program', 'exploit', 'professional', 'experience', 'knowledge', 'spare', 'time', 'help', 'grow', 'community']","['majored', 'industrial', 'engineering', 'undergraduate', 'years', 'primary', 'focus', 'logistics', 'engineering', 'graduation', 'worked', '3', 'years', 'logistics', 'company', 'consumer', 'goods', 'corporation', 'pg', 'distribution', 'leader', 'bring', 'supply', 'chain', 'logistics', 'perspective', 'scope', 'consulting']","['would', 'like', 'gain', 'consulting', 'experience', 'working', 'young', 'smart', 'people', 'bringing', 'external', 'perspectives', 'clients', 'top', 'consulting', 'experience', 'enhance', 'communication', 'skill']",
"['looking', 'community', 'grow', 'network', 'learn', 'step', 'comfort', 'zone', 'besides', 'always', 'learner', 'cases', 'presentations', 'help', 'lot', 'business', 'world', 'cause', 'usually', 'companies', 'looking', 'people', 'skills', 'scope', 'small', 'community', 'might', 'help', 'focus', 'better', 'efficiently']","['communicate', 'smoothly', 'honestly', 'know', 'use', 'data', 'tools', 'classes', 'taken', 'besides', 'adapt', 'easily', 'environment']","['hope', 'gain', 'lot', 'actually', 'giving', 'cause', 'think', 'growing', 'personally', 'professionally', 'important', 'besides', 'knows', 'experience', 'might', 'help', 'create', 'good', 'community', 'even', 'future', 'workplaces', 'gives', 'confidence', 'actually', 'put', 'views', 'opinions', 'work', 'together', 'effectively']","['would', 'like', 'say', 'thank', 'listening', 'hopefully', 'might', 'work', 'together']"
"['email', 'says', 'lot', 'new', 'projects', 'business', 'analytics', 'data', 'science', 'coming', 'exactly', 'major', 'would', 'love', 'invested', 'learn', 'team']","['great', 'communication', 'skills', 'problemsolving', 'ability', 'certified', 'microsoft', 'excel', 'good', 'accounting']","['hope', 'learn', 'lot', 'consulting', 'business', 'analytics', 'projects', 'team', 'build', 'connections', 'resume']",[]
"['interested', 'joining', 'scope', 'consulting', 'believe', 'would', 'able', 'make', 'great', 'contribution', 'greater', 'lafayette', 'community', 'using', 'technical', 'interpersonal', 'skills', 'using', 'technical', 'skills', 'acquired', 'class', 'real', 'life', 'projects', 'help', 'develop', 'skills', 'also', 'believe', 'unique', 'experience', 'skills', 'useful', 'team', 'used', 'asset', 'mentor', 'younger', 'members', 'organizationscope', 'consulting', 'lot', 'interesting', 'opportunities', 'members', 'work', 'amazing', 'reallife', 'projects', 'provides', 'great', 'environment', 'foster', 'personal', 'professional', 'growth', 'wish', 'part']","['experience', 'working', 'class', 'projects', 'using', 'python', 'excel', 'r', 'international', 'student', 'acquired', 'international', 'perspective', 'helps', 'solve', 'problems']","['hope', 'gain', 'experience', 'working', 'real', 'projects', 'mentorship', 'older', 'students']","['concentrations', 'business', 'economics', 'international', 'business', 'data', 'analytics', 'operation', 'supply', 'chain', 'management']"
"['freshman', 'integrated', 'business', 'engineering', 'im', 'sure', 'career', 'field', 'im', 'planning', 'go', 'yet', 'im', 'highly', 'interested', 'consulting', 'would', 'like', 'form', 'connections', 'learn', 'field', 'ive', 'always', 'loved', 'problem', 'solving', 'believe', 'critical', 'thinking', 'essential', 'success', 'scope', 'help', 'develop', 'skills', 'allow', 'professional', 'wellsuited', 'applicant', 'applying', 'consulting', 'positions', 'future']","['participated', 'case', 'competition', 'know', 'work', 'well', 'teams', 'also', 'marketing', 'experience', 'fundraised', 'multiple', 'organizations']","['hope', 'form', 'meaningful', 'connections', 'learn', 'takes', 'consultant', 'become', 'better', 'leader']",
"['enthusiastic', 'towards', 'projects', 'require', 'analysis', 'possible', 'solutions', 'order', 'determine', 'best', 'path', 'take', 'one', 'strengths', 'logic', 'evidenced', 'majors', 'see', 'consulting', 'extremely', 'logic', 'based', 'logically', 'thinking', 'options', 'benefits', 'risks', 'option', 'benefits', 'least', 'risks', 'taken', 'furthermore', 'prefer', 'work', 'projects', 'clear', 'final', 'product', 'measured', 'determine', 'success', 'consulting', 'projects', 'deliver', 'final', 'product', 'client', 'return', 'evaluation', 'performance', 'way', 'feedback', 'use', 'constantly', 'improving']","['think', 'one', 'prominent', 'skills', 'adaptability', 'means', 'easily', 'fit', 'scope', 'environment', 'additionally', 'thorough', 'developing', 'project', 'always', 'try', 'think', 'improve', 'every', 'aspect', 'project', 'means', 'high', 'quality', 'work', 'try', 'leave', 'smallest', 'possible', 'room', 'potentials', 'errors', 'inevitable', 'dealing', 'client', 'developing', 'solution', 'client', 'example', 'make', 'sure', 'research', 'every', 'possible', 'solution', 'analyze', 'offer', 'pros', 'cons', 'client', 'react', 'benefits', 'risksas', 'far', 'expertise', 'goes', 'interned', 'brazilian', 'startup', 'july', '2021', 'september', '2022', 'got', 'work', 'computer', 'science', 'team', 'experience', 'allowed', 'develop', 'collaborative', 'skills', 'well', 'expand', 'computer', 'science', 'knowledge', 'moreover', 'develop', 'important', 'skills', 'also', 'understood', 'extent', 'startup', 'works', 'struggles', 'startup', 'owners', 'go', 'day', 'day', 'life', 'startup', 'worker']","['hope', 'understand', 'like', 'work', 'collaboration', 'company', 'deal', 'clients', 'expectations', 'hope', 'develop', 'critical', 'thinking', 'engaging', 'challenging', 'projects', 'require', 'thorough', 'evaluation']","['never', 'part', 'consulting', 'group', 'feeling', 'something', 'much', 'enjoy']"
"['would', 'like', 'join', 'scope', 'consulting', 'club', 'offers', 'amazing', 'opportunities', 'difficult', 'find', 'elsewhere', 'want', 'gain', 'experience', 'consulting', 'working', 'problems', 'real', 'people', 'organizations', 'facing', 'would', 'help', 'understand', 'problem', 'solving', 'process', 'consultants', 'use', 'give', 'experience', 'would', 'also', 'able', 'make', 'connections', 'consulting', 'firms', 'internship', 'career', 'opportunities', 'believe', 'scope', 'offers', 'best', 'environment', 'things', 'scope', 'also', 'provides', 'opportunities', 'gain', 'leadership', 'experience', 'interested', 'pursuing', 'also', 'think', 'scope', 'would', 'great', 'place', 'meet', 'work', 'students', 'similar', 'goals', 'ambitions']","['prior', 'experience', 'case', 'studies', 'help', 'working', 'clubs', 'projects', 'good', 'working', 'communicating', 'others', 'organized', 'time', 'basic', 'knowledge', 'business', 'economic', 'principles', 'analyze', 'financial', 'viability', 'different', 'projects', 'willing', 'put', 'hard', 'work', 'required', 'successful', 'enjoy', 'problem', 'solving', 'good', 'breaking', 'problems', 'smaller', 'components']","['hope', 'gain', 'opportunity', 'work', 'consultant', 'show', 'capable', 'producing', 'high', 'quality', 'solutions', 'clients', 'work', 'hope', 'able', 'give', 'back', 'community', 'make', 'connections', 'consulting', 'firms']",
"['continue', 'journey', 'understand', 'career', 'path', 'want', 'choose', 'want', 'explore', 'consulting', 'field', 'see', 'something', 'would', 'like', 'go', 'feel', 'good', 'place', 'start', 'believe', 'great', 'club', 'get', 'meet', 'people', 'different', 'backgrounds', 'goal', 'solving', 'problems', 'working', 'towards', 'improvement', 'feel', 'scope', 'consulting', 'allows', 'professional', 'growth', 'networking', 'working', 'projects', 'set', 'amazing', 'companies', 'believe', 'experience', 'give', 'better', 'idea', 'problemsolving', 'works', 'corporate', 'world']","['purdue', 'amazing', 'experience', 'last', 'semester', 'undergraduate', 'research', 'assistant', 'started', 'flex', 'lab', 'prior', 'experience', 'resources', 'given', 'learned', '3d', 'model', 'fusion', '360', 'also', 'apply', 'time', 'make', 'various', 'parts', 'screen', 'printing', 'machine', 'teng', 'sensors', 'person', 'willing', 'learn', 'new', 'concepts', 'skills', 'software', 'apply', 'bring', 'efficient', 'solutions', 'problems', 'also', 'charge', 'leading', 'manufacturing', 'team', 'lab', 'meet', 'weekly', 'deadlines', 'exploratory', 'studies', 'ambassador', 'say', 'comfortable', 'public', 'speaking', 'presentations', 'empathy', 'one', 'strengths', 'makes', 'easier', 'collaborate', 'team', 'members', 'diverse', 'backgrounds', 'lastly', 'able', 'contribute', 'team', 'perspective', 'international', 'student']","['believe', 'becoming', 'part', 'club', 'allow', 'become', 'better', 'working', 'professional', 'setting', 'give', 'opportunities', 'network', 'collaborate', 'people', 'diverse', 'backgrounds', 'believe', 'experience', 'allow', 'gain', 'new', 'skills', 'understand', 'consulting', 'works', 'working', 'projects', 'among', 'various', 'teams', 'feel', 'would', 'also', 'help', 'becoming', 'better', 'interviews', 'contributing', 'towards', 'professional', 'development']",
"['think', 'biggest', 'takeaway', 'callout', 'scopes', 'emphasis', 'synchronized', 'personal', 'professional', 'development', 'members', 'right', 'case', 'interview', 'process', 'encouraged', 'work', 'team', 'tested', 'individual', 'strengths', 'interacting', 'teammates', 'arriving', 'collaborative', 'decisions', 'well', 'backing', 'decisions', 'presentation', 'reflects', 'conducive', 'environment', 'club', 'breadth', 'industries', 'scope', 'consults', 'make', 'experience', 'multifaceted', 'across', 'company', 'departments', 'diverse', 'business', 'models', 'needs', 'moreover', 'reading', 'scopes', 'association', 'junior', 'global', 'enterprise', 'looking', 'forward', 'gaining', 'direct', 'access', 'nationwide', 'network', 'entrepreneurs', 'interacting', 'industry', 'experts', 'gaining', 'skills', 'negotiation', 'decisionmaking', 'lastly', 'discussed', 'callout', 'though', 'coursework', 'heavily', 'techfocused', 'flexibility', 'project', 'department', 'opportunities', 'scope', 'really', 'allows', 'comfortably', 'explore', 'different', 'fields', 'consulting']","['culmination', 'projects', 'coursework', 'ive', 'taken', 'past', 'three', 'semesters', 'helped', 'realize', 'ive', 'enjoyed', 'elements', 'serve', 'basis', 'consulting', 'time', 'epics', 'design', 'lead', 'pseudopm', 'experience', 'technical', 'specifications', 'werent', 'biggest', 'challenge', 'rather', 'consistent', 'communication', 'address', 'myriad', 'barriers', 'languageresourceskilled', 'labor', 'importantly', 'client', 'exposure', 'cushion', 'advisors', 'significantly', 'developed', 'thinking', 'philosophy', 'dialogue', 'skills', 'particularly', 'asking', 'right', 'questions', 'project', 'intend', 'take', 'next', 'level', 'scope', 'consulting', 'added', 'independence', 'accountably', 'work', 'delightful', 'challenge']","['id', 'like', 'see', 'discover', 'engagement', 'skill', 'career', 'etc', 'truly', 'enjoy', 'pursuing', 'college', 'put', 'consistent', 'reflective', 'journey', 'ive', 'arrived', 'conclusion', 'consulting', 'elements', 'could', 'pick', 'merge', 'one', 'ideal', 'pursuit', 'fast', 'paced', 'heavily', 'dependent', 'confluence', 'interpersonal', 'technical', 'knowledge', 'moreover', 'finding', 'community', 'individuals', 'learn', 'work', 'experience', 'simulates', 'realworld', 'work', 'experience', 'help', 'get', 'accustomed', 'workplace', 'expectations', 'personally', 'lastly', 'consistent', 'unscripted', 'learning', 'curve', 'consulting', 'gives', 'freedom', 'take', 'career', 'want', 'thats', 'exactly', 'want', 'gain', 'experience']","['would', 'like', 'provide', 'resume', 'part', 'application', 'think', 'elaborates', 'skills', 'experience', 'bring', 'club', 'access', 'linkhttpsdrivegooglecomfiled1epxtifpkfhxreeqkd6mkwhj70kvycklmviewuspsharing']"
"['civil', 'engineering', 'would', 'like', 'explore', 'consulting', 'sector', 'expertise', 'could', 'translate', 'future', 'field', 'job', 'consulting', 'one', 'positions', 'would', 'like', 'explore', 'internship', 'program', 'give', 'better', 'idea', 'going', 'internship', 'program']","['general', 'website', 'development', 'experience', 'softwares', 'wix', 'squarespace', 'experience', 'building', 'design', 'softwares', 'like', 'autocad', 'revit']","['exposure', 'consulting', 'world']","['exactly', 'area', 'expertise']"
"['interested', 'joining', 'scope', 'consulting', 'looking', 'consulting', 'club', 'campus', 'think', 'scope', 'would', 'better', 'choice', 'due', 'community', 'serves', 'like', 'idea', 'working', 'smaller', 'businesses', 'feel', 'though', 'problems', 'solved', 'beneficial', 'everyday', 'life', 'rather', 'large', 'corporate', 'companies', 'furthermore', 'looking', 'consulting', 'career', 'always', 'enjoyed', 'solving', 'problems', 'whether', 'work', 'people', 'grew', 'home', 'focused', 'breaking', 'problems', 'base', 'solving', 'step', 'step', 'building', 'solution', 'along', 'way', 'feel', 'rather', 'good', 'analyzing', 'issues', 'presented', 'characteristics', 'goals', 'believe', 'scope', 'perfect', 'club']","['problem', 'solving', 'management', 'leadership', 'experience', 'teamwork', 'breakdown', 'analysis']","['better', 'understanding', 'consulting', 'longer', 'scope', 'time', 'also', 'hope', 'gain', 'community', 'similar', 'interests']","['worked', 'manager', 'papa', 'johns', 'year']"
"['interested', 'joining', 'scope', 'consulting', 'several', 'reasons', 'first', 'passionate', 'consulting', 'industry', 'impact', 'businesses', 'organizations', 'joining', 'consulting', 'club', 'would', 'provide', 'opportunity', 'gain', 'handson', 'experience', 'develop', 'skills', 'needed', 'excel', 'industry', 'additionally', 'eager', 'learn', 'network', 'professionals', 'field', 'well', 'connect', 'students', 'share', 'interestsanother', 'reason', 'interested', 'scope', 'consulting', 'studentrun', 'organization', 'means', 'would', 'opportunity', 'take', 'leadership', 'role', 'contribute', 'success', 'club', 'would', 'enhance', 'professional', 'development', 'also', 'provide', 'opportunity', 'give', 'back', 'community', 'impact', 'success', 'fellow', 'studentsfurthermore', 'scope', 'consulting', 'offers', 'various', 'opportunities', 'case', 'competitions', 'workshops', 'would', 'allow', 'apply', 'theoretical', 'knowledge', 'gained', 'classroom', 'realworld', 'situations', 'would', 'provide', 'chance', 'collaborate', 'diverse', 'group', 'students', 'different', 'disciplines', 'gain', 'better', 'understanding', 'solve', 'business', 'problems']","['computer', 'engineering', 'student', 'minor', 'business', 'economics', 'bring', 'unique', 'blend', 'technical', 'business', 'skills', 'scope', 'consulting', 'education', 'coursework', 'provided', 'strong', 'understanding', 'data', 'structures', 'programming', 'languages', 'python', 'java', 'c', 'matlab', 'additionally', 'experience', 'microsoft', 'office', 'suite', 'visual', 'studio', 'code', 'allows', 'effectively', 'analyze', 'present', 'datai', 'broad', 'range', 'experience', 'design', 'projects', 'including', 'data', 'analysis', 'experimentation', 'investigations', 'given', 'ability', 'work', 'raw', 'data', 'determine', 'devise', 'code', 'revise', 'debug', 'code', 'communicate', 'results', 'technical', 'briefs', 'reportsi', 'active', 'volunteer', 'extracurricular', 'activities', 'helped', 'develop', 'skills', 'communication', 'organization', 'teamwork', 'experience', 'organizing', 'advertising', 'fundraising', 'events', 'leading', 'initiatives', 'educate', 'others', 'collaborating', 'teammates', 'create', 'presentationslastly', 'fluent', 'hindi', 'asset', 'team', 'clients', 'require', 'language', 'support', 'also', 'enjoy', 'weightlifting', 'chess', 'formula', '1', 'racing', 'travelling', 'provide', 'different', 'perspective', 'holistic', 'approach', 'comes', 'problemsolvingin', 'summary', 'bring', 'strong', 'technical', 'background', 'computer', 'engineering', 'experience', 'data', 'analysis', 'design', 'projects', 'teamoriented', 'skills', 'developed', 'volunteer', 'extracurricular', 'activities', 'language', 'proficiency', 'unique', 'perspective', 'scope', 'consulting', 'team']","['hope', 'gain', 'wide', 'range', 'skills', 'knowledge', 'experience', 'scope', 'consulting', 'firstly', 'looking', 'forward', 'gaining', 'handson', 'experience', 'consulting', 'industry', 'want', 'learn', 'professionals', 'field', 'develop', 'skills', 'needed', 'excel', 'industry', 'want', 'able', 'apply', 'theoretical', 'knowledge', 'gained', 'classroom', 'realworld', 'situationssecondly', 'hope', 'gain', 'understanding', 'different', 'aspects', 'consulting', 'problemsolving', 'communication', 'presentation', 'skills', 'believe', 'part', 'scope', 'consulting', 'provide', 'opportunity', 'work', 'various', 'projects', 'different', 'clients', 'broaden', 'understanding', 'field', 'help', 'develop', 'diverse', 'set', 'skillsthirdly', 'hope', 'gain', 'understanding', 'different', 'industries', 'sectors', 'consulting', 'applied', 'particularly', 'interested', 'financial', 'technology', 'sectors', 'hope', 'gain', 'deeper', 'understanding', 'industries', 'consulting', 'used', 'make', 'differencelastly', 'hope', 'gain', 'network', 'professionals', 'fellow', 'students', 'share', 'interest', 'consulting', 'believe', 'network', 'contacts', 'field', 'invaluable', 'future', 'career', 'look', 'forward', 'connecting', 'likeminded', 'individuals', 'scope', 'consulting']","['would', 'like', 'scope', 'board', 'know', 'dedicated', 'hardworking', 'individual', 'committed', 'professional', 'development', 'success', 'club', 'quick', 'learner', 'always', 'willing', 'take', 'new', 'challenges', 'additionally', 'team', 'player', 'comfortable', 'working', 'group', 'setting', 'believe', 'would', 'valuable', 'asset', 'club', 'excited', 'opportunity', 'contribute', 'success', 'scope', 'consulting']"
"['graduate', 'student', 'industrial', 'engineering', 'second', 'masters', 'supply', 'chain', 'management', 'mainly', 'interested', 'gaining', 'experience', 'real', 'market', 'consulting', 'believe', 'background', 'work', 'experiences', 'bring', 'lot', 'table', 'also', 'help', 'boost', 'experience', 'improve', 'networking', 'skills']","['vast', 'knowledge', 'supply', 'chain', 'automation', 'warehousing', 'industrial', 'engineering']","['networking', 'contribution', 'work', 'task', 'assigned']",
"['believe', 'good', 'fit', 'scope', 'think', 'someone', 'diverse', 'background', 'interested', 'entering', 'consulting', 'field', 'also', 'someone', 'really', 'wants', 'make', 'difference', 'work']","['think', 'bring', 'different', 'data', 'analysis', 'methods', 'strategies', 'experienced', 'excel', 'python', 'coding', 'languages', 'also', 'think', 'person', 'good', 'people', 'leader', 'needed', 'willing', 'put', 'hard', 'work', 'smile', 'face']","['hope', 'get', 'understanding', 'consulting', 'may', 'look', 'like', 'postgraduation', 'also', 'hope', 'make', 'difference', 'projects', 'work', 'companies', 'busy', 'work', 'also', 'hope', 'apply', 'classroom', 'knowledge', 'reallife', 'scenario']",
"['want', 'pursue', 'something', 'tangible', 'focused', 'markets', 'driven', 'real', 'time', 'execution', 'companies', 'around', 'us', 'facing', 'increasingly', 'facing', 'complex', 'challenges', 'wish', 'provide', 'strategic', 'services', 'solutions', 'help', 'companies', 'compete', 'everevolving', 'market', 'improve', 'cost', 'efficiency', 'profitability', 'joining', 'scope', 'consulting', 'aspire', 'provide', 'insights', 'technology', 'solutions', 'help', 'companies', 'redefine', 'growth', 'operational', 'excellence', 'product', 'mastery']","['throughout', 'academic', 'career', 'gained', 'strong', 'foundation', 'engineering', 'economics', 'also', 'developed', 'exceptional', 'analytical', 'quantitative', 'problemsolving', 'skills', 'biomedical', 'engineer', 'able', 'design', 'build', 'deploy', 'real', 'systems', 'solve', 'novel', 'problems', 'using', 'practical', 'application', 'science', 'math', 'involvement', 'epics', 'junior', 'design', 'experimental', 'laboratory', 'gained', 'leadership', 'skills', 'ability', 'work', 'multidisciplinary', 'teams', 'ability', 'develop', 'communicate', 'recommendations', 'undergraduate', 'research', 'assistant', 'gathered', 'analyzed', 'information', 'formulated', 'tested', 'hypotheses', 'ultimately', 'sharpened', 'critical', 'thinking', 'skills']","['hope', 'use', 'problem', 'solving', 'ability', 'expertise', 'capabilities', 'create', 'change', 'drive', 'long', 'lasting', 'impact', 'across', 'various', 'industries', 'also', 'wish', 'develop', 'range', 'transferable', 'skills', 'project', 'management', 'leadership', 'furthermore', 'believe', 'experience', 'opportunity', 'gain', 'formal', 'informal', 'mentorship', 'also', 'learn', 'work', 'team', 'clients', 'important', 'skill', 'acquire', 'matter', 'career', 'pursue', 'future']",
"['wish', 'apply', 'skills', 'using', 'class', 'well', 'gain', 'realworld', 'experience', 'consulting', 'world', 'want', 'learn', 'consulting', 'process', 'develop', 'skills']","['skills', 'including', 'coding', 'java', 'python', 'c', 'entrepreneurship', 'interpersonal', 'skills', 'well', 'developed', 'due', 'experiences', 'believe', 'could', 'good', 'fit', 'working', 'team', 'create', 'successful', 'projects']","['hope', 'member', 'team', 'gain', 'real', 'world', 'experience', 'skills', 'learn', 'consulting', 'partake', 'consulting', 'help', 'provide', 'solutions', 'clients', 'team', 'projects']","['excited', 'opportunity']"
"['interested', 'joining', 'scope', 'consulting', 'ultimately', 'goal', 'become', 'supply', 'chain', 'consultant', 'believe', 'scope', 'greatly', 'help', 'achieve', 'goal', 'helping', 'grow', 'professional', 'skills', 'increase', 'knowledge', 'field', 'consulting', 'believe', 'handson', 'experiences', 'get', 'working', 'projects', 'greatly', 'improve', 'problemsolving', 'skills', 'teamwork', 'skills', 'leadership', 'skills', 'overcoming', 'challenges', 'face', 'realworld', 'postgrad', 'also', 'connections', 'networking', 'gain', 'scope', 'second', 'none', 'working', 'likeminded', 'individuals', 'also', 'passion', 'consulting', 'want', 'get', 'better', 'day', 'something', 'excited', 'believe', 'thrive', 'environment', 'like', 'gaining', 'close', 'relationships', 'peers', 'forging', 'friendships', 'last', 'lifetime']","['excited', 'bring', 'diverse', 'set', 'skills', 'expertise', 'scope', 'consulting', 'team', 'believe', 'analytical', 'abilities', 'research', 'skills', 'experience', 'problemsolving', 'valuable', 'assets', 'club', 'background', 'supply', 'chain', 'finance', 'economics', 'given', 'strong', 'foundation', 'business', 'strategy', 'wellversed', 'various', 'industries', 'markets', 'someone', 'lot', 'experience', 'working', 'team', 'communication', 'interpersonal', 'skills', 'asset', 'working', 'clients', 'collaborating', 'team', 'quick', 'learner', 'adapt', 'well', 'new', 'environments', 'useful', 'tackling', 'unique', 'challenging', 'projects', 'confident', 'skills', 'experience', 'enable', 'make', 'meaningful', 'contributions', 'club', 'team']","['hope', 'gain', 'deeper', 'understanding', 'consulting', 'industry', 'various', 'methodologies', 'frameworks', 'used', 'solve', 'business', 'problems', 'particularly', 'interested', 'gaining', 'experience', 'project', 'management', 'data', 'analysis', 'problemsolving', 'additionally', 'excited', 'work', 'diverse', 'group', 'people', 'different', 'backgrounds', 'learn', 'experiences', 'perspectives', 'believe', 'opportunity', 'work', 'realworld', 'projects', 'gain', 'handson', 'experience', 'invaluable', 'preparing', 'career', 'consulting', 'also', 'believe', 'part', 'scope', 'great', 'opportunity', 'network', 'connect', 'professionals', 'field', 'beneficial', 'future', 'career', 'aspirations']","['dont', 'anything', 'else', 'add', 'feel', 'like', 'questions', 'covered', 'important', 'topics', 'able', 'share', 'key', 'pieces', 'background', 'would', 'help', 'benefit', 'club']"
"['hope', 'know', 'consulting', 'student', 'double', 'majors', 'business', 'data', 'science', 'highly', 'interested', 'using', 'learned', 'class', 'provide', 'solutions', 'real', 'life', 'casesi', 'considering', 'looking', 'consulting', 'job', 'graduating', 'purdue', 'thunk', 'scope', 'club', 'could', 'offer', 'great', 'chance', 'get', 'know', 'consultants', 'actually', 'worki', 'also', 'know', 'scope', 'consulting', 'club', 'diverse', 'willing', 'find', 'place', 'talk', 'team', 'different', 'people', 'order', 'get', 'new', 'experience', 'well']","['apply', 'business', 'knowledge', 'coding', 'skills', 'club', 'taken', 'accounting', 'finance', 'marketing', 'management', 'cs', 'classes', 'good', 'working', 'team', 'easy', 'communicate']","['hope', 'gain', 'personal', 'development', 'experience', 'improving', 'professional', 'skills', 'also', 'want', 'work', 'networking', 'looking', 'summer', 'internship']",[]
